time,pos1,pos2,pos3
259.6,"(-3, -58)","(111, 2)","(-8, 45)"
259.7,"(-3, -58)","(111, 2)","(-8, 45)"
259.8,"(-3, -58)","(111, 2)","(-8, 44)"
259.9,"(-3, -58)","(111, 2)","(-8, 44)"
260.0,"(-3, -58)","(111, 2)","(-9, 43)"
260.1,"(-3, -58)","(111, 2)","(-9, 42)"
260.2,"(-3, -58)","(111, 2)","(-9, 42)"
260.3,"(-3, -58)","(111, 2)","(-10, 41)"
260.4,"(-3, -58)","(111, 2)","(-10, 40)"
260.5,"(-3, -58)","(111, 2)","(-10, 40)"
260.6,"(-3, -58)","(111, 2)","(-11, 39)"
260.7,"(-3, -58)","(111, 2)","(-12, 39)"
260.8,"(-3, -58)","(111, 2)","(-12, 39)"
260.9,"(-3, -58)","(111, 2)","(-13, 38)"
261.0,"(-3, -58)","(111, 2)","(-13, 38)"
261.1,"(-3, -58)","(111, 2)","(-14, 38)"
261.2,"(-3, -58)","(111, 2)","(-15, 37)"
261.3,"(-3, -58)","(111, 2)","(-15, 37)"
261.4,"(-3, -58)","(111, 2)","(-16, 37)"
261.5,"(-3, -58)","(111, 2)","(-17, 37)"
261.6,"(-3, -58)","(111, 2)","(-17, 36)"
261.7,"(-3, -58)","(111, 2)","(-18, 36)"
261.8,"(-3, -58)","(111, 2)","(-19, 36)"
261.9,"(-3, -58)","(111, 2)","(-19, 35)"
262.0,"(-3, -58)","(111, 2)","(-20, 35)"
262.1,"(-3, -58)","(111, 2)","(-20, 35)"
262.2,"(-3, -58)","(111, 2)","(-21, 34)"
262.3,"(-3, -58)","(111, 2)","(-21, 34)"
262.4,"(-3, -58)","(111, 2)","(-22, 34)"
262.5,"(-3, -58)","(111, 2)","(-23, 34)"
262.6,"(-3, -58)","(111, 2)","(-23, 33)"
262.7,"(-3, -58)","(111, 2)","(-24, 33)"
262.8,"(-3, -58)","(111, 2)","(-25, 33)"
262.9,"(-3, -58)","(111, 2)","(-25, 32)"
263.0,"(-3, -58)","(111, 2)","(-26, 32)"
263.1,"(-3, -58)","(111, 2)","(-27, 32)"
263.2,"(-3, -58)","(111, 2)","(-27, 31)"
263.3,"(-3, -58)","(111, 2)","(-28, 31)"
263.4,"(-3, -58)","(111, 2)","(-29, 31)"
263.5,"(-3, -58)","(111, 2)","(-29, 31)"
263.6,"(-3, -58)","(111, 2)","(-30, 30)"
263.7,"(-3, -58)","(111, 2)","(-30, 30)"
263.8,"(-3, -58)","(111, 2)","(-31, 30)"
263.9,"(-3, -58)","(111, 2)","(-32, 29)"
264.0,"(-3, -58)","(111, 2)","(-32, 29)"
264.1,"(-3, -58)","(111, 2)","(-33, 29)"
264.2,"(-3, -58)","(111, 2)","(-34, 28)"
264.3,"(-3, -58)","(111, 2)","(-34, 28)"
264.4,"(-3, -58)","(111, 2)","(-35, 28)"
264.5,"(-3, -58)","(111, 2)","(-36, 27)"
264.6,"(-3, -58)","(111, 2)","(-36, 27)"
264.7,"(-3, -58)","(111, 2)","(-37, 27)"
264.8,"(-3, -58)","(111, 2)","(-37, 26)"
264.9,"(-3, -58)","(111, 2)","(-38, 26)"
265.0,"(-3, -58)","(111, 2)","(-38, 25)"
265.1,"(-3, -58)","(111, 2)","(-38, 25)"
265.2,"(-3, -58)","(111, 2)","(-38, 24)"
265.3,"(-3, -58)","(111, 2)","(-39, 23)"
265.4,"(-3, -58)","(111, 2)","(-39, 22)"
265.5,"(-3, -58)","(111, 2)","(-39, 22)"
265.6,"(-3, -58)","(111, 2)","(-39, 21)"
265.7,"(-3, -58)","(111, 2)","(-39, 20)"
265.8,"(-3, -58)","(111, 2)","(-39, 20)"
265.9,"(-3, -58)","(111, 2)","(-39, 19)"
266.0,"(-3, -58)","(111, 2)","(-39, 19)"
266.1,"(-3, -58)","(111, 2)","(-38, 18)"
266.2,"(-3, -58)","(111, 2)","(-38, 17)"
266.3,"(-3, -58)","(111, 2)","(-37, 17)"
266.4,"(-3, -58)","(111, 2)","(-37, 16)"
266.5,"(-3, -58)","(111, 2)","(-36, 16)"
266.6,"(-3, -58)","(111, 2)","(-36, 15)"
266.7,"(-3, -58)","(111, 2)","(-36, 15)"
266.8,"(-3, -58)","(111, 2)","(-35, 14)"
266.9,"(-3, -58)","(111, 2)","(-34, 14)"
267.0,"(-3, -58)","(111, 2)","(-34, 13)"
267.1,"(-3, -58)","(111, 2)","(-34, 13)"
267.2,"(-3, -58)","(111, 2)","(-33, 12)"
267.3,"(-3, -58)","(111, 2)","(-33, 12)"
267.4,"(-3, -58)","(111, 2)","(-32, 11)"
267.5,"(-3, -58)","(111, 2)","(-32, 11)"
267.6,"(-3, -58)","(111, 2)","(-31, 10)"
267.7,"(-3, -58)","(111, 2)","(-30, 10)"
267.8,"(-3, -58)","(111, 2)","(-30, 10)"
267.9,"(-3, -58)","(111, 2)","(-29, 10)"
268.0,"(-3, -58)","(111, 2)","(-28, 10)"
268.1,"(-3, -58)","(111, 2)","(-28, 10)"
268.2,"(-3, -58)","(111, 2)","(-27, 10)"
268.3,"(-3, -58)","(111, 2)","(-26, 10)"
268.4,"(-3, -58)","(111, 2)","(-26, 10)"
268.5,"(-3, -58)","(111, 2)","(-25, 10)"
268.6,"(-3, -58)","(111, 2)","(-24, 10)"
268.7,"(-3, -58)","(111, 2)","(-24, 10)"
268.8,"(-3, -58)","(111, 2)","(-23, 10)"
268.9,"(-3, -58)","(111, 2)","(-22, 10)"
269.0,"(-3, -58)","(111, 2)","(-22, 9)"
269.1,"(-3, -58)","(111, 2)","(-22, 8)"
269.2,"(-3, -58)","(111, 2)","(-21, 8)"
269.3,"(-3, -58)","(111, 2)","(-21, 7)"
269.4,"(-3, -58)","(111, 2)","(-21, 6)"
269.5,"(-3, -58)","(111, 2)","(-21, 6)"
269.6,"(-3, -58)","(111, 2)","(-21, 5)"
269.7,"(-3, -58)","(111, 2)","(-20, 4)"
269.8,"(-3, -58)","(111, 2)","(-20, 4)"
269.9,"(-3, -58)","(111, 2)","(-20, 3)"
270.0,"(-3, -58)","(111, 2)","(-20, 2)"
270.1,"(-3, -58)","(111, 2)","(-20, 2)"
270.2,"(-3, -58)","(111, 2)","(-20, 1)"
270.3,"(-3, -58)","(111, 2)","(-19, 0)"
270.4,"(-3, -58)","(111, 2)","(-19, 0)"
270.5,"(-3, -58)","(111, 2)","(-19, 0)"
270.6,"(-3, -58)","(111, 2)","(-19, -1)"
270.7,"(-3, -58)","(111, 2)","(-19, -2)"
270.8,"(-3, -58)","(111, 2)","(-19, -2)"
270.9,"(-3, -58)","(111, 2)","(-18, -3)"
271.0,"(-3, -58)","(111, 2)","(-18, -3)"
271.1,"(-3, -58)","(111, 2)","(-18, -4)"
271.2,"(-3, -58)","(111, 2)","(-18, -5)"
271.3,"(-3, -58)","(111, 2)","(-18, -6)"
271.4,"(-3, -58)","(111, 2)","(-18, -6)"
271.5,"(-3, -58)","(111, 2)","(-17, -7)"
271.6,"(-3, -58)","(111, 2)","(-17, -8)"
271.7,"(-3, -58)","(111, 2)","(-17, -8)"
271.8,"(-3, -58)","(111, 2)","(-17, -9)"
271.9,"(-3, -58)","(111, 2)","(-17, -10)"
272.0,"(-3, -58)","(111, 2)","(-16, -10)"
272.1,"(-3, -58)","(111, 2)","(-16, -11)"
272.2,"(-3, -58)","(111, 2)","(-16, -12)"
272.3,"(-3, -58)","(111, 2)","(-16, -12)"
272.4,"(-3, -58)","(111, 2)","(-16, -13)"
272.5,"(-3, -58)","(111, 2)","(-16, -14)"
272.6,"(-3, -58)","(111, 2)","(-15, -14)"
272.7,"(-3, -58)","(111, 2)","(-15, -15)"
272.8,"(-3, -58)","(111, 2)","(-15, -16)"
272.9,"(-3, -58)","(111, 2)","(-15, -16)"
273.0,"(-3, -58)","(111, 2)","(-15, -17)"
273.1,"(-3, -58)","(111, 2)","(-15, -18)"
273.2,"(-3, -58)","(111, 2)","(-14, -19)"
273.3,"(-3, -58)","(111, 2)","(-14, -19)"
273.4,"(-3, -58)","(111, 2)","(-14, -20)"
273.5,"(-3, -58)","(111, 2)","(-14, -21)"
273.6,"(-3, -58)","(111, 2)","(-14, -21)"
273.7,"(-3, -58)","(111, 2)","(-14, -22)"
273.8,"(-3, -58)","(111, 2)","(-14, -23)"
273.9,"(-3, -58)","(111, 2)","(-14, -23)"
274.0,"(-3, -58)","(111, 2)","(-14, -24)"
274.1,"(-3, -58)","(111, 2)","(-14, -25)"
274.2,"(-3, -58)","(111, 2)","(-14, -25)"
274.3,"(-3, -58)","(111, 2)","(-14, -26)"
274.4,"(-3, -58)","(111, 2)","(-14, -27)"
274.5,"(-3, -58)","(111, 2)","(-14, -28)"
274.6,"(-3, -58)","(111, 2)","(-14, -28)"
274.7,"(-3, -58)","(111, 2)","(-14, -29)"
274.8,"(-3, -58)","(111, 2)","(-14, -29)"
274.9,"(-3, -58)","(111, 2)","(-14, -30)"
275.0,"(-3, -58)","(111, 2)","(-14, -31)"
275.1,"(-3, -58)","(111, 2)","(-14, -32)"
275.2,"(-3, -58)","(111, 2)","(-14, -32)"
275.3,"(-3, -58)","(111, 2)","(-14, -33)"
275.4,"(-3, -58)","(111, 2)","(-14, -34)"
275.5,"(-3, -58)","(111, 2)","(-14, -34)"
275.6,"(-3, -58)","(111, 2)","(-14, -35)"
275.7,"(-3, -58)","(111, 2)","(-14, -36)"
275.8,"(-3, -58)","(111, 2)","(-13, -36)"
275.9,"(-3, -58)","(111, 2)","(-13, -37)"
276.0,"(-3, -58)","(111, 2)","(-13, -38)"
276.1,"(-3, -58)","(111, 2)","(-13, -38)"
276.2,"(-3, -58)","(111, 2)","(-13, -39)"
276.3,"(-3, -58)","(111, 2)","(-13, -40)"
276.4,"(-3, -58)","(111, 2)","(-13, -41)"
276.5,"(-3, -58)","(111, 2)","(-12, -41)"
276.6,"(-3, -58)","(111, 2)","(-12, -42)"
276.7,"(-3, -58)","(111, 2)","(-12, -43)"
276.8,"(-3, -58)","(111, 2)","(-12, -43)"
276.9,"(-3, -58)","(111, 2)","(-12, -44)"
277.0,"(-3, -58)","(111, 2)","(-12, -45)"
277.1,"(-3, -58)","(111, 2)","(-12, -45)"
277.2,"(-3, -58)","(111, 2)","(-12, -46)"
277.3,"(-3, -58)","(111, 2)","(-11, -47)"
277.4,"(-3, -58)","(111, 2)","(-11, -47)"
277.5,"(-3, -58)","(111, 2)","(-11, -48)"
277.6,"(-3, -58)","(111, 2)","(-11, -49)"
277.7,"(-3, -58)","(111, 2)","(-11, -49)"
277.8,"(-3, -58)","(111, 2)","(-11, -50)"
277.9,"(-3, -58)","(111, 2)","(-10, -51)"
278.0,"(-3, -58)","(111, 2)","(-10, -51)"
278.1,"(-3, -58)","(111, 2)","(-10, -52)"
278.2,"(-3, -58)","(111, 2)","(-9, -53)"
278.3,"(-3, -58)","(111, 2)","(-9, -53)"
278.4,"(-3, -58)","(111, 2)","(-8, -53)"
278.5,"(-3, -58)","(111, 2)","(-7, -54)"
278.6,"(-3, -58)","(111, 2)","(-7, -54)"
278.7,"(-3, -58)","(111, 2)","(-6, -54)"
278.8,"(-3, -58)","(111, 2)","(-6, -55)"
278.9,"(-3, -58)","(111, 2)","(-5, -55)"
279.0,"(-3, -58)","(111, 2)","(-5, -55)"
279.1,"(-3, -58)","(111, 2)","(-5, -56)"
279.2,"(-3, -58)","(111, 2)","(-4, -56)"
279.3,"(-3, -58)","(111, 2)","(-4, -56)"
279.4,"(-3, -58)","(111, 2)","(-4, -56)"
279.5,"(-3, -58)","(111, 2)","(-4, -56)"
279.6,"(-3, -58)","(111, 2)","(-4, -56)"
279.7,"(-3, -58)","(111, 2)","(-4, -56)"
279.8,"(-3, -58)","(111, 2)","(-4, -56)"
279.9,"(-3, -58)","(111, 2)","(-4, -56)"
280.0,"(-3, -58)","(111, 2)","(-4, -56)"
280.1,"(-3, -58)","(111, 2)","(-4, -56)"
280.2,"(-3, -58)","(111, 2)","(-4, -56)"
280.3,"(-3, -58)","(111, 2)","(-4, -56)"
280.4,"(-3, -58)","(111, 2)","(-4, -56)"
280.5,"(-3, -58)","(111, 2)","(-4, -56)"
280.6,"(-3, -58)","(111, 2)","(-4, -56)"
280.7,"(-3, -58)","(111, 2)","(-3, -56)"
280.8,"(-3, -58)","(111, 2)","(-3, -56)"
280.9,"(-3, -58)","(111, 2)","(-2, -56)"
281.0,"(-3, -58)","(111, 2)","(-1, -56)"
281.1,"(-3, -58)","(111, 2)","(-1, -56)"
281.2,"(-3, -58)","(111, 2)","(0, -56)"
281.3,"(-3, -58)","(111, 2)","(0, -56)"
281.4,"(-3, -58)","(111, 2)","(0, -57)"
281.5,"(-3, -58)","(111, 2)","(1, -57)"
281.6,"(-3, -58)","(111, 2)","(2, -57)"
281.7,"(-3, -58)","(111, 2)","(2, -57)"
281.8,"(-3, -58)","(111, 2)","(3, -58)"
281.9,"(-3, -58)","(111, 2)","(3, -58)"
282.0,"(-3, -58)","(111, 2)","(3, -59)"
282.1,"(-3, -58)","(111, 2)","(4, -60)"
282.2,"(-3, -58)","(111, 2)","(3, -60)"
282.3,"(-3, -58)","(111, 2)","(3, -61)"
282.4,"(-3, -58)","(111, 2)","(3, -61)"
282.5,"(-3, -58)","(111, 2)","(3, -62)"
282.6,"(-3, -58)","(111, 2)","(2, -62)"
282.7,"(-3, -58)","(111, 2)","(2, -62)"
282.8,"(-3, -58)","(111, 2)","(2, -62)"
282.9,"(-3, -58)","(111, 2)","(2, -62)"
283.0,"(-3, -58)","(111, 2)","(2, -62)"
283.1,"(-3, -58)","(111, 2)","(2, -62)"
283.2,"(-3, -58)","(111, 2)","(2, -62)"
283.3,"(-3, -58)","(111, 2)","(1, -62)"
283.4,"(-3, -58)","(111, 2)","(1, -61)"
283.5,"(-3, -58)","(111, 2)","(0, -61)"
283.6,"(-3, -58)","(111, 2)","(0, -61)"
283.7,"(-3, -58)","(111, 2)","(0, -60)"
283.8,"(-3, -58)","(111, 2)","(-1, -60)"
283.9,"(-3, -58)","(111, 2)","(-1, -60)"
284.0,"(-3, -58)","(111, 2)","(-1, -60)"
284.1,"(-3, -58)","(111, 2)","(-1, -60)"
284.2,"(-3, -58)","(111, 2)","(-1, -60)"
284.3,"(-3, -58)","(111, 2)","(-1, -60)"
284.4,"(-3, -58)","(111, 2)","(-1, -60)"
284.5,"(-3, -58)","(111, 2)","(-1, -60)"
284.6,"(-3, -58)","(111, 2)","(-1, -60)"
284.7,"(-3, -58)","(111, 2)","(-1, -60)"
284.8,"(-3, -58)","(111, 2)","(-1, -60)"
284.9,"(-3, -58)","(111, 2)","(-1, -60)"
285.0,"(-3, -58)","(111, 2)","(-1, -60)"
285.1,"(-3, -58)","(111, 2)","(-1, -60)"
285.2,"(-3, -58)","(111, 2)","(-1, -60)"
285.3,"(-3, -58)","(111, 2)","(-1, -60)"
285.4,"(-3, -58)","(111, 2)","(-1, -60)"
285.5,"(-3, -58)","(111, 2)","(-1, -60)"
285.6,"(-3, -58)","(111, 2)","(-1, -60)"
285.7,"(-3, -58)","(111, 2)","(-1, -60)"
285.8,"(-3, -58)","(111, 2)","(-1, -60)"
285.9,"(-3, -58)","(111, 2)","(-1, -60)"
286.0,"(-3, -58)","(111, 2)","(-1, -60)"
286.1,"(-3, -58)","(111, 2)","(-1, -60)"
286.2,"(-3, -58)","(111, 2)","(-1, -60)"
286.3,"(-3, -58)","(111, 2)","(-1, -59)"
286.4,"(-3, -58)","(111, 2)","(-1, -59)"
286.5,"(-3, -58)","(111, 2)","(-2, -59)"
286.6,"(-3, -58)","(111, 2)","(-2, -58)"
286.7,"(-3, -58)","(111, 2)","(-2, -57)"
286.8,"(-3, -58)","(111, 2)","(-2, -57)"
286.9,"(-3, -58)","(111, 2)","(-2, -57)"
287.0,"(-3, -58)","(111, 2)","(-2, -57)"
287.1,"(-3, -58)","(111, 2)","(-2, -57)"
287.2,"(-3, -58)","(111, 2)","(-2, -57)"
287.3,"(-3, -58)","(111, 2)","(-2, -57)"
287.4,"(-3, -58)","(111, 2)","(-2, -57)"
287.5,"(-3, -58)","(111, 2)","(-2, -57)"
287.6,"(-3, -58)","(111, 2)","(-2, -57)"
287.7,"(-3, -58)","(111, 2)","(-2, -57)"
287.8,"(-3, -58)","(111, 2)","(-2, -57)"
287.9,"(-3, -58)","(111, 2)","(-2, -57)"
288.0,"(-3, -58)","(111, 2)","(-2, -57)"
288.1,"(-3, -58)","(111, 2)","(-2, -57)"
288.2,"(-3, -58)","(111, 2)","(-2, -57)"
288.3,"(-3, -58)","(111, 2)","(-2, -57)"
288.4,"(-3, -58)","(111, 2)","(-2, -57)"
288.5,"(-3, -58)","(111, 2)","(-2, -57)"
288.6,"(-3, -58)","(111, 2)","(-2, -57)"
288.7,"(-3, -58)","(111, 2)","(-2, -57)"
288.8,"(-3, -58)","(111, 2)","(-2, -57)"
288.9,"(-3, -58)","(111, 2)","(-2, -57)"
289.0,"(-3, -58)","(111, 2)","(-2, -57)"
289.1,"(-3, -58)","(111, 2)","(-2, -57)"
289.2,"(-3, -58)","(111, 2)","(-2, -57)"
289.3,"(-3, -58)","(111, 2)","(-2, -57)"
289.4,"(-3, -58)","(111, 2)","(-2, -57)"
289.5,"(-3, -58)","(111, 2)","(-2, -57)"
289.6,"(-3, -58)","(111, 2)","(-2, -57)"
289.7,"(-3, -58)","(111, 2)","(-2, -57)"
289.8,"(-3, -58)","(111, 2)","(-2, -57)"
289.9,"(-3, -58)","(111, 2)","(-2, -57)"
290.0,"(-3, -58)","(111, 2)","(-2, -57)"
290.1,"(-3, -58)","(111, 2)","(-2, -57)"
290.2,"(-3, -58)","(111, 2)","(-2, -57)"
290.3,"(-3, -58)","(111, 2)","(-2, -57)"
290.4,"(-3, -58)","(111, 2)","(-2, -58)"
290.5,"(-3, -58)","(111, 2)","(-2, -59)"
290.6,"(-3, -58)","(111, 2)","(-2, -60)"
290.7,"(-3, -58)","(111, 2)","(-3, -60)"
290.8,"(-3, -58)","(111, 2)","(-3, -61)"
290.9,"(-3, -58)","(111, 2)","(-4, -61)"
291.0,"(-3, -58)","(111, 2)","(-4, -61)"
291.1,"(-3, -58)","(111, 2)","(-5, -61)"
291.2,"(-3, -58)","(111, 2)","(-6, -61)"
291.3,"(-3, -58)","(111, 2)","(-6, -61)"
291.4,"(-3, -58)","(111, 2)","(-7, -60)"
291.5,"(-3, -58)","(111, 2)","(-7, -60)"
291.6,"(-3, -58)","(111, 2)","(-8, -59)"
291.7,"(-3, -58)","(111, 2)","(-8, -59)"
291.8,"(-3, -58)","(111, 2)","(-8, -58)"
291.9,"(-3, -58)","(111, 2)","(-9, -57)"
292.0,"(-3, -58)","(111, 2)","(-9, -57)"
292.1,"(-3, -58)","(111, 2)","(-9, -56)"
292.2,"(-3, -58)","(111, 2)","(-10, -56)"
292.3,"(-3, -58)","(111, 2)","(-10, -55)"
292.4,"(-3, -58)","(111, 2)","(-10, -54)"
292.5,"(-3, -58)","(111, 2)","(-11, -54)"
292.6,"(-3, -58)","(111, 2)","(-11, -53)"
292.7,"(-3, -58)","(111, 2)","(-12, -53)"
292.8,"(-3, -58)","(111, 2)","(-12, -52)"
292.9,"(-3, -58)","(111, 2)","(-12, -52)"
293.0,"(-3, -58)","(111, 2)","(-12, -51)"
293.1,"(-3, -58)","(111, 2)","(-13, -50)"
293.2,"(-3, -58)","(111, 2)","(-13, -50)"
293.3,"(-3, -58)","(111, 2)","(-13, -49)"
293.4,"(-3, -58)","(111, 2)","(-13, -48)"
293.5,"(-3, -58)","(111, 2)","(-13, -47)"
293.6,"(-3, -58)","(111, 2)","(-13, -47)"
293.7,"(-3, -58)","(111, 2)","(-13, -46)"
293.8,"(-3, -58)","(111, 2)","(-13, -45)"
293.9,"(-3, -58)","(111, 2)","(-13, -45)"
294.0,"(-3, -58)","(111, 2)","(-12, -44)"
294.1,"(-3, -58)","(111, 2)","(-12, -44)"
294.2,"(-3, -58)","(111, 2)","(-11, -43)"
294.3,"(-3, -58)","(111, 2)","(-10, -43)"
294.4,"(-3, -58)","(111, 2)","(-10, -42)"
294.5,"(-3, -58)","(111, 2)","(-9, -42)"
294.6,"(-3, -58)","(111, 2)","(-9, -42)"
294.7,"(-3, -58)","(111, 2)","(-8, -41)"
294.8,"(-3, -58)","(111, 2)","(-8, -41)"
294.9,"(-3, -58)","(111, 2)","(-7, -40)"
295.0,"(-3, -58)","(111, 2)","(-6, -40)"
295.1,"(-3, -58)","(111, 2)","(-6, -40)"
295.2,"(-3, -58)","(111, 2)","(-5, -39)"
295.3,"(-3, -58)","(111, 2)","(-5, -39)"
295.4,"(-3, -58)","(111, 2)","(-4, -38)"
295.5,"(-3, -58)","(111, 2)","(-4, -38)"
295.6,"(-3, -58)","(111, 2)","(-3, -38)"
295.7,"(-3, -58)","(111, 2)","(-2, -37)"
295.8,"(-3, -58)","(111, 2)","(-2, -37)"
295.9,"(-3, -58)","(111, 2)","(-1, -36)"
296.0,"(-3, -58)","(111, 2)","(-1, -36)"
296.1,"(-3, -58)","(111, 2)","(0, -36)"
296.2,"(-3, -58)","(111, 2)","(0, -35)"
296.3,"(-3, -58)","(111, 2)","(0, -35)"
296.4,"(-3, -58)","(111, 2)","(0, -34)"
296.5,"(-3, -58)","(111, 2)","(1, -34)"
296.6,"(-3, -58)","(111, 2)","(2, -34)"
296.7,"(-3, -58)","(111, 2)","(2, -33)"
296.8,"(-3, -58)","(111, 2)","(3, -33)"
296.9,"(-3, -58)","(111, 2)","(3, -32)"
297.0,"(-3, -58)","(111, 2)","(4, -32)"
297.1,"(-3, -58)","(111, 2)","(4, -31)"
297.2,"(-3, -58)","(111, 2)","(5, -31)"
297.3,"(-3, -58)","(111, 2)","(6, -31)"
297.4,"(-3, -58)","(111, 2)","(6, -30)"
297.5,"(-3, -58)","(111, 2)","(7, -30)"
297.6,"(-3, -58)","(111, 2)","(7, -30)"
297.7,"(-3, -58)","(111, 2)","(8, -29)"
297.8,"(-3, -58)","(111, 2)","(8, -29)"
297.9,"(-3, -58)","(111, 2)","(9, -29)"
298.0,"(-3, -58)","(111, 2)","(10, -29)"
298.1,"(-3, -58)","(111, 2)","(11, -28)"
298.2,"(-3, -58)","(111, 2)","(11, -28)"
298.3,"(-3, -58)","(111, 2)","(12, -28)"
298.4,"(-3, -58)","(111, 2)","(13, -28)"
298.5,"(-3, -58)","(111, 2)","(13, -28)"
298.6,"(-3, -58)","(111, 2)","(14, -28)"
298.7,"(-3, -58)","(111, 2)","(15, -28)"
298.8,"(-3, -58)","(111, 2)","(15, -28)"
298.9,"(-3, -58)","(111, 2)","(16, -28)"
299.0,"(-3, -58)","(111, 2)","(17, -28)"
299.1,"(-3, -58)","(111, 2)","(18, -28)"
299.2,"(-3, -58)","(111, 2)","(18, -27)"
299.3,"(-3, -58)","(111, 2)","(19, -27)"
299.4,"(-3, -58)","(111, 2)","(20, -27)"
299.5,"(-3, -58)","(111, 2)","(20, -28)"
299.6,"(-3, -58)","(111, 2)","(21, -28)"
299.7,"(-3, -58)","(111, 2)","(22, -29)"
299.8,"(-3, -58)","(111, 2)","(22, -29)"
299.9,"(-3, -58)","(111, 2)","(22, -30)"
300.0,"(-3, -58)","(111, 2)","(23, -30)"
300.1,"(-3, -58)","(111, 2)","(23, -31)"
300.2,"(-3, -58)","(111, 2)","(24, -31)"
300.3,"(-3, -58)","(111, 2)","(24, -32)"
300.4,"(-3, -58)","(111, 2)","(25, -32)"
300.5,"(-3, -58)","(111, 2)","(25, -33)"
300.6,"(-3, -58)","(111, 2)","(25, -33)"
300.7,"(-3, -58)","(111, 2)","(26, -34)"
300.8,"(-3, -58)","(111, 2)","(26, -35)"
300.9,"(-3, -58)","(111, 2)","(26, -35)"
301.0,"(-3, -58)","(111, 2)","(25, -36)"
301.1,"(-3, -58)","(111, 2)","(25, -37)"
301.2,"(-3, -58)","(111, 2)","(25, -37)"
301.3,"(-3, -58)","(111, 2)","(25, -38)"
301.4,"(-3, -58)","(111, 2)","(24, -39)"
301.5,"(-3, -58)","(111, 2)","(24, -39)"
301.6,"(-3, -58)","(111, 2)","(24, -40)"
301.7,"(-3, -58)","(111, 2)","(23, -40)"
301.8,"(-3, -58)","(111, 2)","(22, -41)"
301.9,"(-3, -58)","(111, 2)","(22, -41)"
302.0,"(-3, -58)","(111, 2)","(21, -41)"
302.1,"(-3, -58)","(111, 2)","(21, -41)"
302.2,"(-3, -58)","(111, 2)","(20, -41)"
302.3,"(-3, -58)","(111, 2)","(20, -41)"
